id,name,GN,OS,PE,SV,n,Tax,RepID
UniRef100_UPI000F88AD77/29-517,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI000F88AD77
UniRef100_UPI00129BA442/26-514,[subseq from] spore germination protein,,,,,1,Aquibacillus halophilus TaxID=930132,UPI00129BA442
UniRef100_UPI00047129FE/30-518,[subseq from] spore germination protein,,,,,1,Paenibacillus sp. 1-18 TaxID=1333846,UPI00047129FE
UniRef100_A0A1R0Z9B2/30-512,[subseq from] Spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,A0A1R0Z9B2_9BACL
UniRef100_A0A3T0KM29/32-517,[subseq from] Uncharacterized protein,,,,,1,Bacillus asahii TaxID=228899,A0A3T0KM29_9BACI
UniRef100_UPI0005CDFD1D/29-517,[subseq from] spore germination protein,,,,,1,Paenibacillus TaxID=44249,UPI0005CDFD1D
UniRef100_A0A0D5NJ61/32-516,[subseq from] Spore gernimation protein KA,,,,,1,Paenibacillus beijingensis TaxID=1126833,A0A0D5NJ61_9BACL
UniRef100_UPI0003684596/29-517,[subseq from] spore germination protein,,,,,1,Paenibacillus TaxID=44249,UPI0003684596
UniRef100_A0A2N5GEB1/50-538,[subseq from] Spore germination protein,,,,,1,Bacillus sp. V3-13 TaxID=2053728,A0A2N5GEB1_9BACI
UniRef100_UPI000EF49901/34-515,[subseq from] spore germination protein,,,,,1,Bacillus marisflavi TaxID=189381,UPI000EF49901
UniRef100_A0A267MC11/32-517,[subseq from] Spore germination protein,,,,,1,Anaeromicrobium sediminis TaxID=1478221,A0A267MC11_9CLOT
UniRef100_UPI00096F8A9B/30-512,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00096F8A9B
UniRef100_UPI00042EFC14/29-517,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI00042EFC14
UniRef100_UPI0003FA94C6/25-513,[subseq from] spore germination protein,,,,,1,Bacillus panaciterrae TaxID=363872,UPI0003FA94C6
UniRef100_A0A0E3WHW6/30-518,[subseq from] GerA spore germination protein,,,,,1,Paenibacillus riograndensis SBR5 TaxID=1073571,A0A0E3WHW6_9BACL
UniRef100_A0A264E0J3/30-512,[subseq from] Spore germination protein,,,,,1,Paenibacillus sp. VTT E-133280 TaxID=1986222,A0A264E0J3_9BACL
UniRef100_A0A1I2FTJ2/5-483,[subseq from] Spore germination protein,,,,,2,Paenibacillus algorifonticola TaxID=684063,A0A1I2FTJ2_9BACL
UniRef100_A0A3Q9RLD9/23-494,[subseq from] Membrane protein,,,,,1,Bacillus asahii TaxID=228899,A0A3Q9RLD9_9BACI
UniRef100_UPI000D320AE5/29-517,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI000D320AE5
UniRef100_A0A327YMW8/2-483,[subseq from] Spore germination protein KA,,,,,1,Anoxybacillus vitaminiphilus TaxID=581036,A0A327YMW8_9BACI
UniRef100_A0A3A1VSY2/6-478,[subseq from] Spore germination protein,,,,,1,Paenibacillus nanensis TaxID=393251,A0A3A1VSY2_9BACL
UniRef100_UPI000417C21F/38-523,[subseq from] spore germination protein,,,,,1,Bacillus TaxID=55087,UPI000417C21F
UniRef100_UPI000C23D09B/26-509,[subseq from] spore germination protein,,,,,1,Bacillus sp. FJAT-44742 TaxID=2014005,UPI000C23D09B
UniRef100_UPI001293A31E/38-523,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI001293A31E
UniRef100_A0A0Q9IEP1/38-523,[subseq from] Spore gernimation protein KA,,,,,1,Bacillus sp. Root239 TaxID=1736499,A0A0Q9IEP1_9BACI
UniRef100_UPI0005C7A139/38-523,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI0005C7A139
UniRef100_UPI000BF7E5C0/38-523,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI000BF7E5C0
UniRef100_A0A378XN09/29-517,[subseq from] GerA spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,A0A378XN09_PAEPO
UniRef100_A0A5B8QDK1/38-523,[subseq from] Spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,A0A5B8QDK1_BACME
UniRef100_UPI000CA1B921/38-523,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI000CA1B921
UniRef100_A0A2B0MZA5/38-523,[subseq from] Spore germination protein,,,,,4,Bacillus TaxID=55087,A0A2B0MZA5_BACME
UniRef100_UPI000BEC44AE/38-523,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI000BEC44AE
UniRef100_A0A2B2Z321/41-526,[subseq from] Spore germination protein,,,,,3,Bacteria TaxID=2,A0A2B2Z321_BACME
UniRef100_UPI0011443F0D/11-482,[subseq from] spore germination protein,,,,,1,Bacillus sp. 03113 TaxID=2578211,UPI0011443F0D
UniRef100_A0A5B8Q6F1/38-523,[subseq from] Spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,A0A5B8Q6F1_BACME
UniRef100_A0A371TLB3/38-523,[subseq from] Spore germination protein,,,,,1,Bacillus sp. ALD TaxID=2293318,A0A371TLB3_9BACI
UniRef100_A0A0Q9V1L1/38-523,[subseq from] Spore gernimation protein KA,,,,,1,Bacillus sp. Soil531 TaxID=1736389,A0A0Q9V1L1_9BACI
UniRef100_UPI000839223F/31-518,[subseq from] spore germination protein,,,,,1,Paenibacillus kribbensis TaxID=172713,UPI000839223F
UniRef100_A0A2N5HP78/40-512,[subseq from] Spore germination protein,,,,,1,Bacillus cucumis TaxID=1740721,A0A2N5HP78_9BACI
UniRef100_D7AT05/24-507,[subseq from] GerA spore germination protein,,,,,1,Thermoanaerobacter mathranii subsp. mathranii (strain DSM 11426 / CIP 108742 / A3) TaxID=583358,D7AT05_THEM3
UniRef100_D3T5R1/24-507,[subseq from] GerA spore germination protein,,,,,1,Thermoanaerobacter italicus (strain DSM 9252 / Ab9) TaxID=580331,D3T5R1_THEIA
UniRef100_A0A1H8ERG6/23-494,[subseq from] Spore germination protein KA/spore germination protein,,,,,1,Bacillus persicus TaxID=930146,A0A1H8ERG6_9BACI
UniRef100_UPI000D51CA46/38-523,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI000D51CA46
UniRef100_UPI0002299F08/38-523,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI0002299F08
UniRef100_UPI000E15621B/38-523,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI000E15621B
UniRef100_Q8R769/23-506,[subseq from] Uncharacterized protein,,,,,1,Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) TaxID=273068,Q8R769_CALS4
UniRef100_UPI000BF5171D/38-523,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI000BF5171D
UniRef100_UPI000BFA007D/41-526,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI000BFA007D
UniRef100_A0A4U0M6Z2/41-526,[subseq from] Spore germination protein,,,,,2,Bacillus TaxID=55087,A0A4U0M6Z2_BACME
UniRef100_A0A2N6W4H7/41-526,[subseq from] Spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,A0A2N6W4H7_BACME
UniRef100_A0A0L1M4I9/38-523,[subseq from] Spore gernimation protein KA,,,,,1,Bacillus megaterium TaxID=1404,A0A0L1M4I9_BACME
UniRef100_UPI000C9A1FAD/44-529,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI000C9A1FAD
UniRef100_A0A2G2MJ34/30-517,[subseq from] Spore germination protein,,,,,1,Alkaliphilus sp. TaxID=1872455,A0A2G2MJ34_9CLOT
UniRef100_UPI000BEE5472/38-522,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI000BEE5472
UniRef100_UPI0011928C1F/31-516,[subseq from] spore germination protein,,,,,1,Bacillus simplex TaxID=1478,UPI0011928C1F
UniRef100_UPI000479B767/29-499,[subseq from] spore germination protein,,,,,1,Bacillus sp. UNC438CL73TsuS30 TaxID=1340434,UPI000479B767
UniRef100_UPI00064C6A0D/47-532,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI00064C6A0D
UniRef100_A0A1Q9Q1G2/29-501,[subseq from] Spore germination protein,,,,,1,Bacillus sp. MRMR6 TaxID=1928617,A0A1Q9Q1G2_9BACI
UniRef100_A0A101E6A2/24-506,[subseq from] Spore germination protein,,,,,1,Caldanaerobacter subterraneus TaxID=911092,A0A101E6A2_9THEO
UniRef100_UPI000BF63D3E/41-526,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI000BF63D3E
UniRef100_UPI000B1E4372/35-507,[subseq from] spore germination protein,,,,,1,Bacillus sp. MRMR6 TaxID=1928617,UPI000B1E4372
UniRef100_A0A222WUL0/31-518,[subseq from] Spore germination protein,,,,,1,Paenibacillus kribbensis TaxID=172713,A0A222WUL0_9BACL
UniRef100_A0A357VJT8/23-506,[subseq from] Spore germination protein,,,,,1,Caldanaerobacter subterraneus TaxID=911092,A0A357VJT8_9THEO
UniRef100_A0A0A2T5X5/24-508,[subseq from] Uncharacterized protein,,,,,1,Pontibacillus yanchengensis Y32 TaxID=1385514,A0A0A2T5X5_9BACI
UniRef100_A0A4R5VML9/33-517,[subseq from] Spore germination protein,,,,,1,Bacillus sp. WN066 TaxID=2547811,A0A4R5VML9_9BACI
UniRef100_U5CM22/23-506,[subseq from] Spore germination protein,,,,,1,Caldanaerobacter subterraneus subsp. yonseiensis KB-1 TaxID=1388761,U5CM22_CALSX
UniRef100_A0A1S2C7R4/38-523,[subseq from] Spore gernimation protein KA,,,,,1,Bacillus aryabhattai TaxID=412384,A0A1S2C7R4_9BACI
UniRef100_UPI000BFB9ED2/41-526,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI000BFB9ED2
UniRef100_A0A368W6R7/22-508,[subseq from] Spore germination protein KA,,,,,1,Paenibacillus prosopidis TaxID=630520,A0A368W6R7_9BACL
UniRef100_UPI00098211D2/47-533,[subseq from] spore germination protein,,,,,1,Bacillus dakarensis TaxID=1926278,UPI00098211D2
UniRef100_UPI000BF8DA1A/31-517,[subseq from] spore germination protein,,,,,1,Bacillus cereus TaxID=1396,UPI000BF8DA1A
UniRef100_A0A419SD29/29-514,[subseq from] Spore gernimation protein GerA,,,,,1,Ammoniphilus oxalaticus TaxID=66863,A0A419SD29_9BACL
UniRef100_X4ZR75/12-490,[subseq from] GerA spore germination protein,,,,,2,Paenibacillus sabinae TaxID=365617,X4ZR75_9BACL
UniRef100_M8D4I3/11-496,[subseq from] GerA spore germination protein,,,,,1,Brevibacillus borstelensis AK1 TaxID=1300222,M8D4I3_9BACL
UniRef100_A0A5D4KS98/32-515,[subseq from] Spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,A0A5D4KS98_BACME
UniRef100_A0A5B8JXV2/30-518,[subseq from] Spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,A0A5B8JXV2_PAEPO
UniRef100_UPI0011A11C64/33-517,[subseq from] spore germination protein,,,,,1,Bacillus flexus TaxID=86664,UPI0011A11C64
UniRef100_A0A4P8XA23/33-517,[subseq from] Spore germination protein,,,,,1,Bacillus flexus TaxID=86664,A0A4P8XA23_9BACI
UniRef100_UPI0005635111/19-504,[subseq from] spore germination protein,,,,,1,Brevibacillus borstelensis TaxID=45462,UPI0005635111
UniRef100_A0A345PRS5/38-523,[subseq from] Spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,A0A345PRS5_BACME
UniRef100_UPI00054DF8A4/22-495,[subseq from] spore germination protein,,,,,1,Bacillus sp. URHB0009 TaxID=1298866,UPI00054DF8A4
UniRef100_A0A4R2P399/25-497,[subseq from] Spore germination protein KA,,,,,1,Scopulibacillus darangshiensis TaxID=442528,A0A4R2P399_9BACL
UniRef100_UPI001052F1A5/27-499,[subseq from] spore germination protein,,,,,1,Scopulibacillus darangshiensis TaxID=442528,UPI001052F1A5
UniRef100_UPI0011DD2517/31-516,[subseq from] spore germination protein,,,,,1,Bacillus simplex TaxID=1478,UPI0011DD2517
UniRef100_A0A398B2G9/23-494,[subseq from] Spore germination protein,,,,,1,Bacillus asahii TaxID=228899,A0A398B2G9_9BACI
UniRef100_A0A0M2PC64/40-529,[subseq from] Spore gernimation protein KA,,,,,1,Bacillus sp. SA1-12 TaxID=1455638,A0A0M2PC64_9BACI
UniRef100_A0A2T6EFR8/34-515,[subseq from] Spore germination protein,,,,,1,Bacillus sporothermodurans TaxID=46224,A0A2T6EFR8_9BACI
UniRef100_A0A2C1Z1B4/40-512,[subseq from] Spore germination protein,,,,,2,unclassified Bacillus TaxID=185979,A0A2C1Z1B4_9BACI
UniRef100_UPI0005EC8A34/38-523,[subseq from] spore germination protein,,,,,1,Bacillus aryabhattai TaxID=412384,UPI0005EC8A34
UniRef100_B7R9D3/23-506,[subseq from] Uncharacterized protein,,,,,1,Caldanaerobacter subterraneus subsp. pacificus DSM 12653 TaxID=391606,B7R9D3_9THEO
UniRef100_UPI00056CA9E1/12-498,[subseq from] spore germination protein,,,,,1,Paenibacillus harenae TaxID=306543,UPI00056CA9E1
UniRef100_UPI0011DD5323/69-556,[subseq from] spore germination protein,,,,,1,Bacillus simplex TaxID=1478,UPI0011DD5323
UniRef100_UPI0007623695/41-526,[subseq from] spore germination protein,,,,,1,Bacillus megaterium TaxID=1404,UPI0007623695
UniRef100_A0A1B2DJ67/6-483,[subseq from] Spore gernimation protein GerA,,,,,1,Paenibacillus sp. BIHB4019 TaxID=1870819,A0A1B2DJ67_9BACL
UniRef100_UPI000BF25A2E/38-523,[subseq from] spore germination protein,,,,,1,Bacillus aryabhattai TaxID=412384,UPI000BF25A2E
UniRef100_A0A077J2H6/32-504,[subseq from] Spore gernimation protein KB,,,,,1,Bacillus sp. X1(2014) TaxID=1565991,A0A077J2H6_9BACI
UniRef100_UPI000ADCD656/34-506,[subseq from] spore germination protein,,,,,1,Bacillus sp. X1(2014) TaxID=1565991,UPI000ADCD656
UniRef100_A0A2S1F1T3/38-523,[subseq from] Spore germination protein,,,,,2,Bacillus TaxID=55087,A0A2S1F1T3_BACME
UniRef100_UPI00106FE065/26-509,[subseq from] spore germination protein,,,,,1,Ammoniphilus sp. YIM 78166 TaxID=1644106,UPI00106FE065
UniRef100_UPI000532C801/38-523,[subseq from] spore germination protein,,,,,1,Bacillus aryabhattai TaxID=412384,UPI000532C801
UniRef100_A0A1N6W5K1/33-517,[subseq from] Spore germination protein KA,,,,,1,Bacillus sp. RU2C TaxID=1907304,A0A1N6W5K1_9BACI
UniRef100_A0A4R2X2V3/55-541,[subseq from] Spore germination protein KA,,,,,1,Bacillus sp. OK085 TaxID=2135740,A0A4R2X2V3_9BACI
UniRef100_A0A223ENJ2/31-516,[subseq from] Spore germination protein,,,,,1,Bacillus simplex NBRC 15720 = DSM 1321 TaxID=1349754,A0A223ENJ2_9BACI
UniRef100_UPI000E6977FF/33-517,[subseq from] spore germination protein,,,,,1,Bacillus flexus TaxID=86664,UPI000E6977FF
UniRef100_A0A0K2F3E1/29-517,[subseq from] Spore gernimation protein KA,,,,,1,Paenibacillus peoriae TaxID=59893,A0A0K2F3E1_9BACL
UniRef100_A0A285BFK1/30-515,[subseq from] Spore germination protein,,,,,1,Thermoanaerobacterium sp. RBIITD TaxID=1550240,A0A285BFK1_9FIRM
UniRef100_UPI001152A281/31-516,[subseq from] spore germination protein,,,,,1,Bacillus sp. B4EP4a TaxID=2590665,UPI001152A281
UniRef100_A0A1R0X9R6/30-512,[subseq from] Spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,A0A1R0X9R6_9BACL
UniRef100_A0A2L2XE89/46-527,[subseq from] Spore germination protein GerKA,,,,,1,Desulfocucumis palustris TaxID=1898651,A0A2L2XE89_9FIRM
UniRef100_A0A264EAM2/30-512,[subseq from] Spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,A0A264EAM2_9BACL
UniRef100_A0A2A8TH75/31-516,[subseq from] Spore germination protein,,,,,1,Bacillus sp. AFS017274 TaxID=2033488,A0A2A8TH75_9BACI
UniRef100_UPI0011A4CAF6/46-533,[subseq from] spore germination protein,,,,,1,Bacillus simplex TaxID=1478,UPI0011A4CAF6
UniRef100_UPI00096EDFE7/30-512,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00096EDFE7
UniRef100_UPI00129699B7/27-514,[subseq from] spore germination protein,,,,,1,Gracilibacillus sp. TD8 TaxID=1672701,UPI00129699B7
UniRef100_A0A0Q9TXH7/27-504,[subseq from] Uncharacterized protein,,,,,1,Paenibacillus sp. Soil787 TaxID=1736411,A0A0Q9TXH7_9BACL
UniRef100_A0A0Q4QUL5/4-482,[subseq from] Spore gernimation protein GerA,,,,,1,Paenibacillus sp. Leaf72 TaxID=1736234,A0A0Q4QUL5_9BACL
UniRef100_UPI00083E2A84/29-517,[subseq from] spore germination protein,,,,,1,Paenibacillus TaxID=44249,UPI00083E2A84
UniRef100_A0A4R4JLD8/33-517,[subseq from] Spore germination protein,,,,,1,Bacillus sp. CBEL-1 TaxID=2502980,A0A4R4JLD8_9BACI
UniRef100_UPI0009E68262/39-516,[subseq from] spore germination protein,,,,,1,Paenibacillus sp. Soil787 TaxID=1736411,UPI0009E68262
UniRef100_H6CCY2/31-518,[subseq from] GerA spore germination protein,,,,,1,Paenibacillus sp. Aloe-11 TaxID=1050222,H6CCY2_9BACL
UniRef100_A0A417YCW0/25-505,[subseq from] Spore germination protein,,,,,1,Oceanobacillus profundus TaxID=372463,A0A417YCW0_9BACI
UniRef100_UPI000469B139/11-496,[subseq from] spore germination protein,,,,,1,Brevibacillus borstelensis TaxID=45462,UPI000469B139
UniRef100_A0A2A8TQA3/18-504,[subseq from] Spore germination protein,,,,,1,Bacillus sp. AFS017274 TaxID=2033488,A0A2A8TQA3_9BACI
UniRef100_A0A509G766/29-517,[subseq from] Spore germination protein B1,,,,,1,Paenibacillus polymyxa TaxID=1406,A0A509G766_PAEPO
UniRef100_UPI00096EE4D0/29-517,[subseq from] spore germination protein,,,,,1,Paenibacillus TaxID=44249,UPI00096EE4D0
UniRef100_A0A150KJK3/33-514,[subseq from] Uncharacterized protein,,,,,1,Bacillus sporothermodurans TaxID=46224,A0A150KJK3_9BACI
UniRef100_UPI0004F26DCD/19-504,[subseq from] spore germination protein,,,,,1,Brevibacillus borstelensis TaxID=45462,UPI0004F26DCD
UniRef100_UPI00096C174A/30-512,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00096C174A
UniRef100_UPI0008FB3B2A/37-525,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI0008FB3B2A
UniRef100_A0A1S2QQI9/40-522,[subseq from] Spore germination protein,,,,,1,Bacillus sp. MUM 116 TaxID=1678002,A0A1S2QQI9_9BACI
UniRef100_A0A0Q9LQP7/3-489,[subseq from] Spore gernimation protein KA,,,,,1,Paenibacillus sp. Soil522 TaxID=1736388,A0A0Q9LQP7_9BACL
UniRef100_UPI00119DC8F5/46-533,[subseq from] spore germination protein,,,,,1,Bacillus simplex TaxID=1478,UPI00119DC8F5
UniRef100_UPI00129BA557/24-494,[subseq from] spore germination protein,,,,,1,Salinibacillus xinjiangensis TaxID=1229268,UPI00129BA557
UniRef100_A0A4R5VIC9/29-498,[subseq from] Spore germination protein,,,,,1,Bacillus sp. WN066 TaxID=2547811,A0A4R5VIC9_9BACI
UniRef100_UPI000479D594/32-514,[subseq from] spore germination protein,,,,,1,Bacillus sp. UNC41MFS5 TaxID=1449046,UPI000479D594
UniRef100_A0A366XXV5/32-519,[subseq from] Spore germination protein,,,,,1,Bacillus taeanensis TaxID=273032,A0A366XXV5_9BACI
UniRef100_A0A4R6A196/32-514,[subseq from] Spore germination protein,,,,,1,Rhodococcus qingshengii TaxID=334542,A0A4R6A196_9NOCA
UniRef100_A0A2T0CIP0/69-556,[subseq from] Spore germination protein,,,,,1,Bacillus sp. RJGP41 TaxID=2108534,A0A2T0CIP0_9BACI
UniRef100_UPI00096C4745/31-512,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00096C4745
UniRef100_G7W027/29-518,[subseq from] GerA spore germination protein,,,,,1,Paenibacillus terrae (strain HPL-003) TaxID=985665,G7W027_PAETH
UniRef100_UPI00047DF9D7/35-519,[subseq from] spore germination protein,,,,,1,Bacillus sp. UNC438CL73TsuS30 TaxID=1340434,UPI00047DF9D7
UniRef100_A0A2N9Z7E8/29-517,[subseq from] Spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,A0A2N9Z7E8_PAEPO
UniRef100_A0A1R0XEZ8/30-512,[subseq from] Spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,A0A1R0XEZ8_9BACL
UniRef100_A0A168IG16/32-518,[subseq from] Spore gernimation protein KA,,,,,1,Paenibacillus macquariensis subsp. defensor TaxID=467974,A0A168IG16_9BACL
UniRef100_A0A561DY84/35-507,[subseq from] Spore germination protein KA,,,,,1,Bacillus bataviensis TaxID=220685,A0A561DY84_9BACI
UniRef100_UPI0011A9B462/40-512,[subseq from] spore germination protein,,,,,1,Bacillus bataviensis TaxID=220685,UPI0011A9B462
UniRef100_UPI0009EB8587/68-553,[subseq from] spore germination protein,,,,,1,Bacillus sp. FJAT-21352 TaxID=1581030,UPI0009EB8587
UniRef100_UPI001031641F/28-514,[subseq from] spore germination protein,,,,,1,Senegalia massiliensis TaxID=1720316,UPI001031641F
UniRef100_A0A1R0YXH0/30-512,[subseq from] Spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,A0A1R0YXH0_9BACL
UniRef100_UPI00096E04FC/30-512,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00096E04FC
UniRef100_A0A0V8JHA0/33-517,[subseq from] Spore gernimation protein KA,,,,,2,unclassified Bacillus TaxID=185979,A0A0V8JHA0_9BACI
UniRef100_UPI0006909494/43-515,[subseq from] spore germination protein,,,,,1,Bacillus sp. UNC438CL73TsuS30 TaxID=1340434,UPI0006909494
UniRef100_UPI0006464D61/25-496,[subseq from] spore germination protein,,,,,1,Paenibacillus chondroitinus TaxID=59842,UPI0006464D61
UniRef100_UPI00106F4AAB/27-500,[subseq from] spore germination protein,,,,,1,Ammoniphilus sp. YIM 78166 TaxID=1644106,UPI00106F4AAB
UniRef100_A0A2K1EKQ9/29-517,[subseq from] Spore germination protein,,,,,1,Paenibacillus sp. F4 TaxID=357385,A0A2K1EKQ9_9BACL
UniRef100_A0A0F5HQH3/29-508,[subseq from] Spore germination protein GerKA,,,,,1,Quasibacillus thermotolerans TaxID=1221996,A0A0F5HQH3_9BACI
UniRef100_UPI00052FA92B/31-515,[subseq from] spore germination protein,,,,,1,Bacillus niacini TaxID=86668,UPI00052FA92B
UniRef100_UPI00096F242A/30-512,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00096F242A
UniRef100_UPI0009EDE60D/69-553,[subseq from] spore germination protein,,,,,1,Bacillus sp. FJAT-20673 TaxID=1830326,UPI0009EDE60D
UniRef100_A0A2B2C593/31-516,[subseq from] Spore germination protein,,,,,1,Bacillus sp. AFS073361 TaxID=2033511,A0A2B2C593_9BACI
UniRef100_A0A0D7X1G3/30-518,[subseq from] Spore gernimation protein KA,,,,,1,Paenibacillus terrae TaxID=159743,A0A0D7X1G3_9BACL
UniRef100_UPI0004743F8C/33-517,[subseq from] spore germination protein,,,,,1,Bacillus flexus TaxID=86664,UPI0004743F8C
UniRef100_UPI0011945AB0/69-556,[subseq from] spore germination protein,,,,,1,Bacillus simplex TaxID=1478,UPI0011945AB0
UniRef100_UPI000469C21A/33-515,[subseq from] spore germination protein,,,,,1,Bacillus mannanilyticus TaxID=1418,UPI000469C21A
UniRef100_UPI001152A0BF/69-556,[subseq from] spore germination protein,,,,,1,Bacillus sp. B4EP4a TaxID=2590665,UPI001152A0BF
UniRef100_A0A0A5G230/34-526,[subseq from] Spore germination protein KA,,,,,2,Pontibacillus TaxID=289201,A0A0A5G230_9BACI
